year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2010,180000,40000,Petrol,Individual,Manual,First Owner,Maruti,A-Star Vxi
2010,222000,70000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV
2015,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2009,175000,80000,Diesel,Individual,Manual,Third Owner,Maruti,Ritz VDi
2017,215000,34000,Petrol,Dealer,Manual,First Owner,Maruti,Omni E MPI STD BS IV
2020,550000,90000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga 1.5 VDI
2015,217000,45000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.2 DLX
2011,290000,130000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI BSIV
2014,175000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 Base
2016,380000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz LDi
2015,320000,74820,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2015,370000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2014,425000,150000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2014,390000,90000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV
2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,Maruti,Celerio VXI AMT BSIV
2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Baleno Alpha 1.3
2017,420000,50000,Petrol,Individual,Manual,First Owner,Maruti,Celerio ZXI
2001,85000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Omni E 8 Str STD
2012,200000,90000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
2006,90000,40000,Petrol,Individual,Manual,Second Owner,Maruti,800 Std BSII
2011,200000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 2010-2014 VXI
2004,105000,79000,Petrol,Individual,Manual,Second Owner,Maruti,Zen LX
2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Wagon R LXI
2011,175000,70000,Petrol,Individual,Manual,First Owner,Maruti,Swift LXI
2018,950000,15000,Diesel,Individual,Automatic,First Owner,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone
2019,550000,51000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
2008,85000,120000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII
2019,340000,50000,Petrol,Individual,Manual,First Owner,Maruti,Celerio LXI MT BSIV
2012,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV
2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV
2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ertiga VXI
2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2012,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV
2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV
2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ertiga VXI
2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2017,650000,70000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3
2011,150000,70000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2012,250000,8000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 Base
2005,56000,23000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXI
2019,425000,3700,Petrol,Individual,Manual,First Owner,Maruti,Celerio ZXI MT BSIV
2014,300000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2014,275000,30000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV
2011,175000,70000,Petrol,Individual,Manual,First Owner,Maruti,Swift LXI
2018,950000,15000,Diesel,Individual,Automatic,First Owner,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone
2019,340000,50000,Petrol,Individual,Manual,First Owner,Maruti,Celerio LXI MT BSIV
2016,245000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
2008,140000,120000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo Sports
2019,1100000,30000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga ZDI Plus
2013,370000,90000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
2013,92800,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2013,92800,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
1998,65000,60000,Petrol,Dealer,Manual,Third Owner,Maruti,Omni 5 Str STD
2015,650000,58000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2014,350000,40000,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LX BS IV
2005,75000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI
2015,238000,70000,Petrol,Dealer,Manual,First Owner,Maruti,Omni 8 Seater BSII
2018,925000,22000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz 1.4 Alpha
2018,925000,20000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz 1.4 Alpha
2010,175000,64000,Petrol,Dealer,Manual,First Owner,Maruti,Alto K10 LXI
2015,325000,80000,Diesel,Individual,Manual,First Owner,Maruti,SX4 S Cross DDiS 320 Delta
2018,700000,30000,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI Plus
2019,490000,20000,Petrol,Dealer,Manual,First Owner,Maruti,Celerio ZXI
2013,225000,47000,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI
2018,305000,35000,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI
2010,240000,50000,LPG,Dealer,Manual,First Owner,Maruti,Wagon R Duo Lxi
2015,700000,55000,Diesel,Dealer,Manual,First Owner,Maruti,Ertiga SHVS VDI
2018,288000,20000,Petrol,Dealer,Manual,First Owner,Maruti,Omni E MPI STD BS IV
2017,430000,93000,Petrol,Dealer,Manual,First Owner,Maruti,Celerio VXI
2014,325000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Eeco Smiles 5 Seater AC
2016,630000,65000,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2009,250000,62000,Petrol,Dealer,Manual,Second Owner,Maruti,Swift 1.3 VXi
2012,350000,55000,Diesel,Dealer,Manual,First Owner,Maruti,Swift ZDi
2016,240000,5800,Petrol,Individual,Manual,Second Owner,Maruti,Omni E MPI STD BS IV
2018,600000,30000,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI Plus
2018,750000,20000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2007,90000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2013,350000,65000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R Stingray VXI
2014,300000,82000,Petrol,Dealer,Manual,Second Owner,Maruti,Celerio VXI
2006,160000,95149,Petrol,Dealer,Manual,Second Owner,Maruti,Swift VXI BSIII
2010,265000,42000,Petrol,Individual,Manual,First Owner,Maruti,Ritz VXi
2009,140000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2016,610000,100000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3
2016,595000,70000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2015,320000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 VXI
2009,130000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII
2009,150000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi
2011,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Swift Dzire LXi
2007,100000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2004,30000,60000,Petrol,Individual,Manual,Third Owner,Maruti,800 EX
2017,500000,40000,Petrol,Individual,Automatic,First Owner,Maruti,Ciaz 1.4 AT Zeta
2015,475000,24600,Petrol,Dealer,Manual,First Owner,Maruti,Swift 1.3 VXI ABS
2011,260000,28481,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2009,180000,30375,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2017,611000,34400,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2015,280000,26134,Petrol,Dealer,Manual,First Owner,Maruti,Alto VXi
2014,300000,28942,Petrol,Dealer,Automatic,First Owner,Maruti,Wagon R AMT VXI
2011,260000,52895,Diesel,Dealer,Manual,First Owner,Maruti,Ritz VDi
2014,210000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2014,210000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R VXI BS IV
2019,575000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R ZXI 1.2
2018,600000,7600,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Delta Automatic
2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,Maruti,Alto K10 VXI AGS
2010,88000,80251,CNG,Dealer,Manual,Second Owner,Maruti,Alto Green LXi (CNG)
2004,79000,80000,Petrol,Individual,Manual,First Owner,Maruti,Zen VXi - BS III
2009,145000,25000,Petrol,Individual,Manual,First Owner,Maruti,A-Star Lxi
2014,535000,80000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga VDI Limited Edition
2016,350000,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
2015,550000,32000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2001,65000,60000,Petrol,Individual,Manual,Third Owner,Maruti,800 Std
2008,200000,50000,Petrol,Individual,Manual,First Owner,Maruti,Swift LXi BSIV
2010,250000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDi
2018,590000,26350,Diesel,Dealer,Manual,First Owner,Maruti,Ignis 1.3 Delta
2012,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV
2006,165000,132000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2017,375000,27289,Petrol,Dealer,Automatic,First Owner,Maruti,Alto K10 VXI AGS
2013,525000,37000,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2008,221000,35008,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2001,85000,86000,Petrol,Individual,Manual,Second Owner,Maruti,Zen VX
2013,400000,50000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
2017,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Delta 1.3
2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,Maruti,Omni LPG STD BSIV
2003,110000,120000,Diesel,Individual,Manual,Third Owner,Maruti,Zen D PS
2015,114999,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2020,550000,5000,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI Plus
2000,105000,80000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI
2019,890000,20000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi
2006,95000,110000,Petrol,Individual,Manual,Third Owner,Maruti,Swift 1.3 VXI ABS
2008,65000,140000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2017,350000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI Optional
2003,75000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Zen D PS
2011,250000,80000,Diesel,Individual,Manual,First Owner,Maruti,Ritz LDi
2013,350000,90000,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI
2000,100000,120000,Petrol,Individual,Manual,First Owner,Maruti,Zen VXI
2014,409999,90000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2018,640000,25000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2007,160000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor
2018,750000,70000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Zeta 1.3
2008,80000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto STD
2016,240000,90000,Diesel,Individual,Manual,Third Owner,Maruti,Celerio VDi
2005,60000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Esteem Lxi
2007,70000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LX
2015,350000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI BSIV
2006,135000,90000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LXi BSIII
2006,150000,75118,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2013,290000,140000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz LDi
2010,250000,70000,Petrol,Individual,Manual,First Owner,Maruti,SX4 Vxi BSIV
2016,620000,70000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2014,425000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire LDIX Limited Edition
2015,270000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Swift 1.3 DLX
2009,180000,220000,Diesel,Individual,Manual,First Owner,Maruti,Swift Vdi BSIII
2012,300000,80000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi
2003,60000,50000,Petrol,Individual,Manual,First Owner,Maruti,800 Std BSIII
2012,250000,156000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
2018,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
2004,80000,120000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2015,520000,50000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2008,114999,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2008,105000,30000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII
2011,135000,78000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2011,170000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2016,750000,69000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire ZDI
2012,220000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2015,265000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
2013,229999,62000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,Eeco 5 STR With AC Plus HTR CNG
2012,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV
2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV
2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ertiga VXI
2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH
2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2019,450000,40000,Petrol,Individual,Manual,First Owner,Maruti,Ignis 1.2 Sigma BSIV
2019,450000,40000,Petrol,Individual,Manual,First Owner,Maruti,Ignis 1.2 Sigma BSIV
2012,550000,120000,Diesel,Individual,Manual,Third Owner,Maruti,Ertiga VDI
2017,260000,30000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 7 Seater Standard BSIV
2006,100000,80000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
2001,70000,117000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI
2004,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2009,165000,76000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor
1999,75000,70000,Petrol,Individual,Manual,First Owner,Maruti,Zen LX
2006,90000,90000,Petrol,Individual,Manual,First Owner,Maruti,Esteem Lxi - BSIII
2001,62000,70000,Petrol,Individual,Manual,First Owner,Maruti,Zen LX
2009,125000,65000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BS IV
2019,490000,13900,Petrol,Individual,Manual,First Owner,Maruti,Celerio X ZXI BSIV
2019,750000,11000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Zeta 1.2
2016,300000,50000,CNG,Individual,Manual,First Owner,Maruti,Alto K10 LXI CNG Optional
2007,100000,70000,LPG,Individual,Manual,Third Owner,Maruti,Wagon R LXI DUO BSIII
2017,509999,25000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2017,600000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift DDiS VDI
2014,500000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga VDI
2007,75000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Swift Dzire LDI
2019,240000,5000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 Std Optional
2015,400000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Optional
2008,130000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII
2013,490000,40000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDI (ABS) BS IV
2016,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
2012,325000,119000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2017,509999,25000,Petrol,Individual,Automatic,First Owner,Maruti,Celerio ZXI AT
2010,229999,48500,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 LXI
2018,550000,30000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
2010,260000,50000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI Minor ABS
2008,150000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Omni BSIII 8-STR W/ IMMOBILISER
2006,85000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Esteem Vxi - BSIII
2015,280000,15000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
2015,220000,45000,Petrol,Individual,Manual,First Owner,Maruti,Celerio VXI
2018,370000,15000,Petrol,Individual,Automatic,First Owner,Maruti,Wagon R AMT VXI Option
2019,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2017,280000,37000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LX
2016,540000,80000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2018,800000,20000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz Sigma BSIV
2008,105000,40000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BSIII
2015,190000,120000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI Optional
2012,150000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi
1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Zen LX
2019,950000,11000,Petrol,Individual,Automatic,First Owner,Maruti,Ertiga ZXI AT Petrol
2013,475000,80000,Petrol,Individual,Manual,First Owner,Maruti,Swift Dzire VXI
1998,55000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,800 Std
2014,200000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 VXI
2016,220000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 VXI
2012,310000,70000,Diesel,Individual,Manual,Second Owner,Maruti,SX4 ZDI
2017,1000000,30000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross Alpha DDiS 200 SH
2009,130000,120000,Petrol,Individual,Automatic,Second Owner,Maruti,SX4 ZXI AT
2017,425000,8352,Petrol,Dealer,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
2017,525000,9745,Petrol,Dealer,Automatic,First Owner,Maruti,Wagon R VXI AMT1.2BSIV
2016,550000,54000,Diesel,Dealer,Manual,First Owner,Maruti,Swift DDiS LDI
2016,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
2008,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Swift VXi BSIV
2014,380000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
2006,90000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
2009,180000,41090,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo Sports
2012,225000,296823,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
2014,200000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2017,650000,90000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2017,380000,19000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI Plus Optional
2014,480000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
2017,380000,19000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI Plus Optional
2010,145000,68000,CNG,Individual,Manual,Second Owner,Maruti,Zen Estilo LXI Green (CNG)
2011,280000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2014,254999,30000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2015,480000,140000,Diesel,Individual,Manual,Third Owner,Maruti,Swift VDI BSIV
2015,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,Celerio VXI
2008,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Swift 1.3 VXi
2018,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
2019,470000,8000,Petrol,Individual,Manual,First Owner,Maruti,Swift LXI
2017,400000,30000,Petrol,Individual,Manual,First Owner,Maruti,Swift VVT VXI
2014,180000,56207,Petrol,Dealer,Manual,Second Owner,Maruti,Alto 800 LXI
2006,80000,70000,Petrol,Individual,Manual,First Owner,Maruti,Zen LXI
2019,300000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2010,130000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Zen Estilo VXI BSIV
2017,1000000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga SHVS ZDI Plus
2017,650000,67000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire ZDI
2017,210000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Omni E MPI STD BS IV
2007,45000,100000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,Omni CNG
2008,130000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Zen Estilo 1.1 LXI BSIII
2015,575000,60000,Diesel,Individual,Manual,First Owner,Maruti,Swift ZDi BSIV
2020,347000,5000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2008,110000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R LXI Minor
2014,180000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 VXI
2014,290000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
2004,55000,35000,Petrol,Individual,Manual,Third Owner,Maruti,800 AC BSII
2009,72000,70000,Petrol,Individual,Manual,First Owner,Maruti,Alto STD
2014,250000,115000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi
2019,575000,25000,Petrol,Individual,Automatic,First Owner,Maruti,Swift AMT VXI
2019,470000,10000,CNG,Individual,Manual,First Owner,Maruti,Eeco CNG 5 Seater AC BSIV
2020,310000,1700,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2017,750000,50000,Diesel,Individual,Manual,First Owner,Maruti,Ciaz ZDi Plus SHVS
2010,260000,50000,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.3 VXi
2012,180000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2014,420000,155000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2011,220000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 LXI
2010,200000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Alto K10 2010-2014 VXI
2017,290000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI Airbag
2009,270000,190000,Diesel,Individual,Manual,Third Owner,Maruti,Swift Dzire VDi
2018,800000,30000,Diesel,Individual,Automatic,Second Owner,Maruti,Vitara Brezza ZDi Plus AMT
2011,270000,120000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
2015,470000,91365,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire ZDI
2013,360000,90010,Diesel,Dealer,Manual,Second Owner,Maruti,Swift Dzire VDI
2013,250999,80000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
2006,75000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BSII
2013,495000,31800,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2013,310000,59100,CNG,Dealer,Manual,First Owner,Maruti,Wagon R CNG LXI
2016,665000,51000,Diesel,Dealer,Manual,First Owner,Maruti,Ciaz VDi Plus SHVS
2016,675000,50900,Diesel,Dealer,Manual,First Owner,Maruti,Ciaz VDI SHVS
2018,980000,10000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus Dual Tone
2011,250000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Ritz VXI
2016,600000,72000,Diesel,Individual,Manual,First Owner,Maruti,Baleno Zeta 1.3
2009,106000,70000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI Minor
2020,495000,7000,CNG,Individual,Manual,First Owner,Maruti,Eeco CNG 5 Seater AC BSIV
2009,110000,110000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,A-Star Vxi
2008,100000,130000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Alto LXi
2016,150000,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LX
2019,950000,10000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross Delta DDiS 200 SH
2015,535000,80000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2013,270000,74000,Petrol,Individual,Manual,Third Owner,Maruti,Wagon R Stingray VXI
2015,300000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Celerio VXI
2012,325000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire LDi
2005,70000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI
2012,120000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2009,114999,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi BSIII
2016,340000,56000,Petrol,Dealer,Manual,First Owner,Maruti,Celerio VXI
2005,90000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI
2006,150000,140300,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2010,115999,70000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 2010-2014 VXI
2017,500000,40000,Petrol,Individual,Automatic,First Owner,Maruti,Ciaz 1.4 AT Zeta
2015,475000,24600,Petrol,Dealer,Manual,First Owner,Maruti,Swift 1.3 VXI ABS
2011,260000,28481,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2009,180000,30375,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI
2017,611000,34400,Diesel,Dealer,Manual,First Owner,Maruti,Swift Dzire VDI
2014,300000,28942,Petrol,Dealer,Automatic,First Owner,Maruti,Wagon R AMT VXI
