year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2016,300000,96000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa S
2006,90000,75000,Petrol,Individual,Manual,Third Owner,Hyundai,Accent GLS 1.6 ABS
2016,250000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus Option
2009,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Asta (o)
2007,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Getz GLS
2018,475000,23000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Magna BSIV
2009,325000,25000,Diesel,Individual,Manual,Third Owner,Hyundai,Verna CRDi SX ABS
2008,229999,146000,Diesel,Individual,Manual,Third Owner,Hyundai,Verna CRDi SX
2018,1150000,26430,Diesel,Dealer,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option
2012,225000,48000,Petrol,Dealer,Manual,First Owner,Hyundai,EON 1.0 Era Plus
2012,500000,130000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX
2007,70000,55000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XK
2008,195000,56000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna
2015,471000,41025,Petrol,Dealer,Automatic,First Owner,Hyundai,Xcent 1.2 VTVT S AT
2012,225000,53122,Petrol,Dealer,Manual,Second Owner,Hyundai,EON Magna
2011,271000,74113,Petrol,Dealer,Manual,First Owner,Hyundai,i20 1.2 Asta
2016,840000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Creta 1.6 CRDi SX
2015,229999,40000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz 1.1L
2015,200000,70000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2003,75000,57000,Petrol,Individual,Manual,First Owner,Hyundai,Santro LP zipPlus
2013,280000,3240,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus
2015,540000,5000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Magna 1.2
2018,700000,10000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta
2005,100000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Accent CRDi
2014,265000,55000,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era Plus Option
2018,550000,11000,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Petrol Magna Exective
2012,250000,44588,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna
2018,1600000,40000,Diesel,Individual,Automatic,First Owner,Hyundai,Tucson 2.0 e-VGT 2WD AT GL
2018,740000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta Dual Tone
2011,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Era 1.1 iTech SE
2014,210000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,EON Era Plus
2015,300000,70000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Asta
2017,799000,31707,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 EX
2009,200000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6 i ABS
2001,68000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Santro LE zipPlus
2017,500000,26500,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta
2017,900000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX
2008,120000,90000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna 1.1
2016,600000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Asta Option 1.2
2016,550000,60000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta Option 1.4 CRDi
2013,320000,73000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Magna
2018,500000,32000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta
2017,655000,84000,Diesel,Dealer,Manual,First Owner,Hyundai,i20 1.4 Sportz
2012,470000,109052,Diesel,Dealer,Manual,First Owner,Hyundai,Verna 1.6 SX
2009,245000,75000,Diesel,Dealer,Automatic,First Owner,Hyundai,Verna SX AT Diesel
2018,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2017,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.2 CRDi E
2017,635000,25000,Petrol,Dealer,Automatic,First Owner,Hyundai,Elite i20 Asta Option CVT BSIV
2017,280000,28838,Petrol,Individual,Manual,First Owner,Hyundai,EON 1.0 Era Plus
2007,85000,85000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS
2018,1575000,10000,Petrol,Individual,Automatic,First Owner,Hyundai,Elantra 2.0 SX AT
2018,860000,30000,Diesel,Dealer,Manual,Second Owner,Hyundai,Verna 1.6 CRDI SX Option
2013,650000,54000,Diesel,Dealer,Manual,First Owner,Hyundai,Elantra CRDi S
2013,525000,71000,Diesel,Dealer,Manual,First Owner,Hyundai,Verna 1.6 SX CRDi (O)
2016,620000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDi SX
2012,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,i20 1.2 Sportz
2012,170000,170000,LPG,Individual,Manual,Third Owner,Hyundai,EON LPG Magna Plus
2016,340000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON Sportz
2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Santro LE zipPlus
2008,125000,102000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Era
2013,160000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2011,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
2018,550000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 SX
2019,600000,1100,Petrol,Individual,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz AT
2008,125000,60000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Era 1.1
2020,1050000,1100,Petrol,Individual,Manual,First Owner,Hyundai,Venue SX Opt Turbo BSIV
2018,300000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2007,123000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Verna i (Petrol)
2015,320000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 Magna
2016,270000,175000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi S
2017,540000,60000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Magna Executive
2020,545000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Magna BSIV
2015,300000,48000,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna 1.1 iTech SE
2012,250000,70000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 CRDi Magna
2016,600000,50000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Asta Option 1.4 CRDi
2004,80000,58000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XG
2015,425000,12000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
2012,193000,45000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS
2006,80000,110000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XO
2013,265000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Era
2018,320000,25000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus Option
2016,1300000,55000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Option
2006,100000,60000,Petrol,Dealer,Manual,Second Owner,Hyundai,Santro Xing XL eRLX Euro III
2017,525000,19000,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Asta Option AT
2014,450000,78000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX
2019,721000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Sportz Plus BSIV
2012,280000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Era
2019,1200000,1200,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 SX
2011,180000,134444,Petrol,Individual,Automatic,Second Owner,Hyundai,i10 Sportz AT
2014,390000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Grand i10 CRDi Sportz
2017,740000,60000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Sportz
2019,1100000,100000,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option
2015,375000,55000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa S
2014,550000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.4 CRDi
2012,434999,235000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX
2011,254999,24000,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era
2018,1200000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 SX Option
2009,160000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Verna CRDi
2018,830000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Asta Option
2012,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Magna
2014,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX VTVT (O)
2012,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna
2010,229999,70000,Petrol,Individual,Manual,First Owner,Hyundai,Verna Transform VTVT
2013,400000,100000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
2008,100000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna 1.1
2015,225000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2017,570000,35000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 S
2009,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Era
2017,495000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Asta Option
2014,295000,38500,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna 1.1L
2011,220000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
2012,300000,40000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6 VTVT
2012,245000,14987,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus
2018,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 S
2018,550000,35000,Petrol,Individual,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz AT
2016,275000,25000,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite
2012,520000,35000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX
2013,250000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Magna Plus
2015,240000,110000,LPG,Individual,Manual,First Owner,Hyundai,EON LPG Magna Plus
2015,160000,70000,Petrol,Individual,Manual,First Owner,Hyundai,EON 1.0 Kappa Magna Plus
2012,185000,67000,CNG,Dealer,Manual,Second Owner,Hyundai,Accent Executive CNG
2018,850000,12500,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 E Plus
2018,450000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Xcent 1.2 CRDi S
2011,800000,220000,Diesel,Individual,Manual,First Owner,Hyundai,Santa Fe 4X4
2017,620000,65000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta Option
2018,600000,2500,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz BSIV
2016,425000,42500,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Magna
2017,640000,37000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta Option
2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Santro Xing GLS
2014,450000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 Asta
2005,114999,90000,Petrol,Dealer,Manual,Second Owner,Hyundai,Santro Xing XL eRLX Euro III
2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,Hyundai,Creta 1.6 SX Automatic
2016,550000,45457,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 Asta
2017,1260000,39221,Diesel,Dealer,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2016,660000,48220,Petrol,Dealer,Manual,First Owner,Hyundai,i20 Sportz 1.2
2017,700000,11114,Petrol,Dealer,Manual,First Owner,Hyundai,i20 Sportz 1.2
2008,235000,60208,Diesel,Dealer,Manual,First Owner,Hyundai,Getz 1.5 CRDi GVS
2017,900000,14700,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 VTVT S
2009,150000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XS
2007,110000,90000,Petrol,Individual,Manual,First Owner,Hyundai,Getz GLX
2012,310000,92686,Diesel,Dealer,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi (Diesel)
2003,100000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Santro LS zipPlus
2014,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus Sports Edition
2018,360000,6000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2014,320000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2014,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2012,229999,45000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Era
2008,145000,67000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL
2015,500000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.4 VTVT
2011,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i10 Sportz
2017,300000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi Base
2016,680000,20000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta 1.4 CRDi
2004,120000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Accent CRDi
2014,320000,54350,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Xing GLS
2019,500000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Asta
2015,1025000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,Creta 1.6 CRDi SX Option
2018,350000,15000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2015,550000,87000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Asta 1.4 CRDi
2015,850000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 VTVT S
2016,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 SX
2016,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 SX
2014,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus Sports Edition
2018,360000,6000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2014,320000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2009,245000,75000,Diesel,Dealer,Automatic,First Owner,Hyundai,Verna SX AT Diesel
2018,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
2017,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.2 CRDi E
2016,1249000,60000,Diesel,Individual,Manual,Third Owner,Hyundai,Creta 1.6 CRDi SX Plus
2016,1151000,85000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2018,350000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2019,525000,9400,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Magna BSIV
2011,250000,28000,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,Hyundai,Verna 1.6 CRDi AT SX
2011,375000,72000,Petrol,Dealer,Manual,First Owner,Hyundai,i20 1.2 Asta
2014,300000,37555,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Sportz 1.1L
2009,140000,100000,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing GLS
2010,300000,130000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi SX
2016,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2017,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
2016,535000,38365,Petrol,Dealer,Manual,First Owner,Hyundai,i20 1.2 Magna Executive
2007,155000,65000,Petrol,Dealer,Manual,First Owner,Hyundai,Verna SX
2007,123000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Verna i (Petrol)
2006,80000,110000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XO
2018,650000,37000,Diesel,Dealer,Manual,First Owner,Hyundai,i20 Active S Diesel
2016,550000,23000,Petrol,Dealer,Manual,First Owner,Hyundai,i20 Active SX Petrol
2012,240000,40000,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
2015,245000,32000,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus
2016,927999,90000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX
2015,399000,55000,Diesel,Dealer,Manual,First Owner,Hyundai,Xcent 1.2 CRDi SX
2008,150000,90000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XS
2015,250000,25000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus
2014,675000,61000,Diesel,Dealer,Manual,First Owner,Hyundai,Verna 1.6 SX CRDi (O)
2007,212000,58000,Diesel,Dealer,Manual,Second Owner,Hyundai,Verna CRDi SX
2010,140000,110000,CNG,Individual,Manual,First Owner,Hyundai,Accent Executive CNG
2017,530000,64916,Petrol,Individual,Manual,First Owner,Hyundai,Verna 1.6 VTVT S
2013,219000,53500,Petrol,Individual,Manual,Third Owner,Hyundai,EON Era Plus
2015,850000,84000,Diesel,Dealer,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Plus
2013,484999,65000,Diesel,Dealer,Manual,First Owner,Hyundai,Verna 1.6 SX
2015,565000,46000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active 1.2 SX
2013,170000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,EON Era Plus
2018,819999,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Active 1.4 SX
2019,819999,40000,Diesel,Individual,Manual,First Owner,Hyundai,Elite i20 Diesel Asta Option
2017,780000,50000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Asta Option
2004,125000,70000,Petrol,Individual,Automatic,Second Owner,Hyundai,Santro Xing XG AT
2018,465000,25000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Asta
2017,490000,66000,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 CRDi Magna
2013,290000,49000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL Plus
2017,680000,44000,Diesel,Dealer,Manual,First Owner,Hyundai,i20 1.4 Sportz
2018,1100000,25000,Diesel,Individual,Automatic,Second Owner,Hyundai,Verna CRDi 1.6 AT EX
2018,465000,25000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 CRDi Asta
2017,490000,66000,Diesel,Dealer,Manual,First Owner,Hyundai,Grand i10 CRDi Magna
2013,290000,49000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GL Plus
2017,680000,44000,Diesel,Dealer,Manual,First Owner,Hyundai,i20 1.4 Sportz
2018,1100000,25000,Diesel,Individual,Automatic,Second Owner,Hyundai,Verna CRDi 1.6 AT EX
2010,250000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz 1.2
2010,250000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz 1.2
2006,145000,52000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XS eRLX Euro III
2006,145000,66000,Petrol,Individual,Automatic,Second Owner,Hyundai,Santro AT
2005,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS
2005,70000,68500,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Xing XG
2019,484999,5007,Petrol,Dealer,Automatic,First Owner,Hyundai,Santro Sportz AMT
2010,190000,38000,Petrol,Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT
2011,235000,43100,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Sportz 1.2
2013,500000,120000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 SX CRDi (O)
2014,409999,80000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi (Diesel)
2014,409999,80000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi
2016,865000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Option
